I_30_2_02_02_2.csv;4335 ms;0
I_30_2_02_02_2.csv;1592 ms;0
I_30_2_02_02_2.csv;1571 ms;0
I_30_2_02_02_2.csv;7000 ms;248
I_30_2_02_02_2.csv;7003 ms;132
I_30_2_02_02_2.csv;7002 ms;214
I_30_2_02_02_2.csv;7003 ms;300
I_30_2_02_02_2.csv;4909 ms;0
I_30_2_02_02_2.csv;7001 ms;110
I_30_2_02_02_2.csv;7004 ms;230
I_30_2_02_02_2.csv;6283 ms;0
I_30_2_02_02_2.csv;7002 ms;120
I_30_2_02_02_2.csv;7001 ms;44
I_30_2_02_02_2.csv;7000 ms;224
I_30_2_02_02_2.csv;1834 ms;0
I_30_2_02_02_2.csv;7004 ms;88
I_30_2_02_02_2.csv;7005 ms;36
I_30_2_02_02_2.csv;6244 ms;0
I_30_2_02_02_2.csv;4276 ms;0
I_30_2_02_02_2.csv;3106 ms;0
I_30_2_02_02_2.csv;7003 ms;121
I_30_2_02_02_2.csv;7004 ms;76
I_30_2_02_02_2.csv;7002 ms;186
I_30_2_02_02_2.csv;5510 ms;0
I_30_2_02_02_2.csv;7004 ms;420
I_30_2_02_02_2.csv;7005 ms;222
I_30_2_02_02_2.csv;7002 ms;136
I_30_2_02_02_2.csv;7003 ms;48
I_30_2_02_02_2.csv;7001 ms;544
I_30_2_02_02_2.csv;7003 ms;170
I_30_2_02_02_2.csv;7000 ms;36
I_30_2_02_02_2.csv;7002 ms;123
I_30_2_02_02_2.csv;7002 ms;1499
I_30_2_02_02_2.csv;3547 ms;0
I_30_2_02_02_2.csv;7003 ms;80
I_30_2_02_02_2.csv;6290 ms;0
I_30_2_02_02_2.csv;2735 ms;0
I_30_2_02_02_2.csv;109 ms;0
I_30_2_02_02_2.csv;7002 ms;179
I_30_2_02_02_2.csv;7000 ms;442
I_30_2_02_02_2.csv;7005 ms;524
I_30_2_02_02_2.csv;7003 ms;96
I_30_2_02_02_2.csv;7003 ms;108
I_30_2_02_02_2.csv;7001 ms;485
I_30_2_02_02_2.csv;7003 ms;400
I_30_2_02_02_2.csv;7002 ms;275
I_30_2_02_02_2.csv;7002 ms;186
I_30_2_02_02_2.csv;7000 ms;92
I_30_2_02_02_2.csv;7001 ms;329
I_30_2_02_02_2.csv;7001 ms;483
I_30_2_02_02_2.csv;7003 ms;202
I_30_2_02_02_2.csv;7004 ms;362
I_30_2_02_02_2.csv;7000 ms;356
I_30_2_02_02_2.csv;2146 ms;0
I_30_2_02_02_2.csv;1249 ms;0
I_30_2_02_02_2.csv;7000 ms;434
I_30_2_02_02_2.csv;7003 ms;348
I_30_2_02_02_2.csv;7006 ms;100
I_30_2_02_02_2.csv;7000 ms;325
I_30_2_02_02_2.csv;3556 ms;0
I_30_2_02_02_2.csv;7004 ms;182
I_30_2_02_02_2.csv;7007 ms;250
I_30_2_02_02_2.csv;7007 ms;158
I_30_2_02_02_2.csv;7000 ms;116
I_30_2_02_02_2.csv;2764 ms;0
I_30_2_02_02_2.csv;7004 ms;56
I_30_2_02_02_2.csv;7007 ms;223
I_30_2_02_02_2.csv;7002 ms;836
I_30_2_02_02_2.csv;7008 ms;339
I_30_2_02_02_2.csv;7039 ms;4257
I_30_2_02_02_2.csv;7027 ms;1570
I_30_2_02_02_2.csv;7002 ms;447
I_30_2_02_02_2.csv;7002 ms;604
I_30_2_02_02_2.csv;7004 ms;1347
I_30_2_02_02_2.csv;12 ms;0
I_30_2_02_02_2.csv;7026 ms;222
I_30_2_02_02_2.csv;7026 ms;338
I_30_2_02_02_2.csv;7000 ms;4595
I_30_2_02_02_2.csv;7000 ms;2869
I_30_2_02_02_2.csv;7000 ms;2287
I_30_2_02_02_2.csv;7001 ms;579
I_30_2_02_02_2.csv;7001 ms;236
I_30_2_02_02_2.csv;7002 ms;198
I_30_2_02_02_2.csv;7003 ms;308
I_30_2_02_02_2.csv;7001 ms;170
I_30_2_02_02_2.csv;7001 ms;268
I_30_2_02_02_2.csv;7000 ms;383
I_30_2_02_02_2.csv;7000 ms;3521
I_30_2_02_02_2.csv;7000 ms;6598
I_30_2_02_02_2.csv;7000 ms;1060
I_30_2_02_02_2.csv;7001 ms;1676
I_30_2_02_02_2.csv;7000 ms;1837
I_30_2_02_02_2.csv;7000 ms;2093
I_30_2_02_02_2.csv;7001 ms;2793
I_30_2_02_02_2.csv;7000 ms;1930
I_30_2_02_02_2.csv;7000 ms;1316
I_30_2_02_02_2.csv;7001 ms;1711
I_30_2_02_02_2.csv;7000 ms;448
I_30_2_02_02_2.csv;7000 ms;943
I_30_2_02_02_2.csv;7002 ms;454
I_30_2_02_02_2.csv;7002 ms;268
I_30_2_02_02_2.csv;7000 ms;248
I_30_2_02_02_2.csv;7003 ms;366
I_30_2_02_02_2.csv;7003 ms;429
I_30_2_02_02_2.csv;7002 ms;596
I_30_2_02_02_2.csv;7000 ms;548
I_30_2_02_02_2.csv;7000 ms;720
I_30_2_02_02_2.csv;7000 ms;11648
I_30_2_02_02_2.csv;7001 ms;1887
I_30_2_02_02_2.csv;7000 ms;1514
I_30_2_02_02_2.csv;7000 ms;2371
I_30_2_02_02_2.csv;7001 ms;2029
I_30_2_02_02_2.csv;7000 ms;1151
I_30_2_02_02_2.csv;7000 ms;2439
I_30_2_02_02_2.csv;7000 ms;958
I_30_2_02_02_2.csv;7000 ms;1719
I_30_2_02_02_2.csv;7000 ms;1389
I_30_2_02_02_2.csv;7000 ms;2909
I_30_2_02_02_2.csv;7005 ms;212
I_30_2_02_02_2.csv;7005 ms;168
I_30_2_02_02_2.csv;7000 ms;319
I_30_2_02_02_2.csv;7005 ms;102
I_30_2_02_02_2.csv;7001 ms;372
I_30_2_02_02_2.csv;7004 ms;214
I_30_2_02_02_2.csv;7004 ms;250
I_30_2_02_02_2.csv;6728 ms;0
I_100_3_10_10_4.csv;36102 ms;207870
I_100_3_10_10_4.csv;38828 ms;208992
I_30_2_02_02_2.csv;7005 ms;290
I_30_2_02_02_2.csv;7001 ms;349
I_30_2_02_02_2.csv;7006 ms;293
I_30_2_02_02_2.csv;7006 ms;272
I_30_2_02_02_2.csv;7003 ms;48
I_30_2_02_02_2.csv;7012 ms;258
I_30_2_02_02_2.csv;7004 ms;321
I_30_2_02_02_2.csv;7003 ms;238
I_30_2_02_02_2.csv;7011 ms;396
I_30_2_02_02_2.csv;7006 ms;286
I_30_2_02_02_2.csv;2272 ms;0
I_30_2_02_02_2.csv;7004 ms;219
I_30_2_02_02_2.csv;7007 ms;226
I_30_2_02_02_2.csv;7012 ms;33
I_30_2_02_02_2.csv;4513 ms;0
I_30_2_02_02_2.csv;3293 ms;0
I_30_2_02_02_2.csv;7015 ms;102
I_30_2_02_02_2.csv;7009 ms;329
I_30_2_02_02_2.csv;7002 ms;207
I_30_2_02_02_2.csv;7037 ms;269
I_30_2_02_02_2.csv;7023 ms;249
I_30_2_02_02_2.csv;7037 ms;172
I_30_2_02_02_2.csv;7001 ms;246
I_30_2_02_02_2.csv;7001 ms;140
I_30_2_02_02_2.csv;7000 ms;338
I_30_2_02_02_2.csv;7004 ms;276
I_30_2_02_02_2.csv;7012 ms;353
I_30_2_02_02_2.csv;1187 ms;0
I_30_2_02_02_2.csv;7000 ms;19
I_30_2_02_02_2.csv;7000 ms;110
I_30_2_02_02_2.csv;7000 ms;124
I_30_2_02_02_2.csv;7000 ms;287
I_30_2_02_02_2.csv;7000 ms;186
I_30_2_02_02_2.csv;7001 ms;204
I_30_2_02_02_2.csv;7003 ms;322
I_30_2_02_02_2.csv;3476 ms;0
I_30_2_02_02_2.csv;7000 ms;100
I_30_2_02_02_2.csv;7000 ms;171
I_30_2_02_02_2.csv;7000 ms;297
I_30_2_02_02_2.csv;7000 ms;192
I_30_2_02_02_2.csv;7000 ms;70
I_30_2_02_02_2.csv;423 ms;0
I_30_2_02_02_2.csv;7000 ms;82
I_30_2_02_02_2.csv;7000 ms;97
I_30_2_02_02_2.csv;7000 ms;53
I_30_2_02_02_2.csv;7013 ms;162
I_30_2_02_02_2.csv;7001 ms;223
I_30_2_02_02_2.csv;7000 ms;18
I_30_2_02_02_2.csv;7001 ms;115
I_30_2_02_02_2.csv;7000 ms;45
I_30_2_02_02_2.csv;7000 ms;139
I_30_2_02_02_2.csv;7001 ms;50
I_30_2_02_02_2.csv;7000 ms;114
I_30_2_02_02_2.csv;7001 ms;111
I_30_2_02_02_2.csv;7000 ms;124
I_30_2_02_02_2.csv;7001 ms;78
I_30_2_02_02_2.csv;7001 ms;155
I_30_2_02_02_2.csv;7000 ms;96
I_30_2_02_02_2.csv;7002 ms;148
I_30_2_02_02_2.csv;7003 ms;150
I_30_2_02_02_2.csv;7002 ms;230
I_30_2_02_02_2.csv;7001 ms;252
I_30_2_02_02_2.csv;6286 ms;0
I_30_2_02_02_2.csv;7000 ms;77
I_30_2_02_02_2.csv;7000 ms;185
I_30_2_02_02_2.csv;7000 ms;160
I_30_2_02_02_2.csv;7001 ms;51
I_30_2_02_02_2.csv;7000 ms;224
I_30_2_02_02_2.csv;7000 ms;54
I_30_2_02_02_2.csv;7000 ms;24
I_30_2_02_02_2.csv;7000 ms;131
I_30_2_02_02_2.csv;7002 ms;80
